title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
The Blend 2013,3.8,21.99,1329,cl,Chile,Valle de Colchagua,Primus,/wineries/veramonte-primus/wines/primus-colchagua-valley-the-blend-2013,/wineries/veramonte-primus/wines/primus-colchagua-valley-the-blend-2013,//images.vivino.com/thumbs/pmVbC9qSStKblW69Odx5xQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Estate Malbec 2015,3.7,11.99,1329,ar,Argentina,Tupungato,Doña Paula,/wineries/dona-paula/wines/estate-malbec-2015,/wineries/dona-paula/wines/estate-malbec-2015,//images.vivino.com/thumbs/lsqLeZgXRvaJYiT2-iBQbg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Rosé Brut,4.6,319.99,1326,fr,France,Champagne,Krug,/wineries/champagne-krug/wines/champagne-brut-ros-8888,/wineries/champagne-krug/wines/champagne-brut-ros-8888,//images.vivino.com/thumbs/swbEYTi-Tn-8whNi61Zf7A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
L'Ermitage Brut,4.1,42.99,1326,us,United States,Anderson Valley,Roederer Estate,/wineries/roederer-estate/wines/lermitage-anderson-valley-brut-sparkling-8888,/wineries/roederer-estate/wines/lermitage-anderson-valley-brut-sparkling-8888,//images.vivino.com/thumbs/_Bn4q57YTmupJbY74wJTxg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Premium Cuvée,3.7,20.89,1321,au,Australia,Tasmania,Jansz,/wineries/jansz-tasmania/wines/tasmania-vintage-cuve-8888,/wineries/jansz-tasmania/wines/tasmania-vintage-cuve-8888,//images.vivino.com/thumbs/FdmHZ7I9QWmEUiqHiC1MRw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Barolo 2011,4.2,46.95,1320,it,Italy,Barolo,Pio Cesare,/wineries/pio-cesare/wines/2164180-barolo-2011,/wineries/pio-cesare/wines/2164180-barolo-2011,//images.vivino.com/thumbs/2pC4PNXXTbCUiFqxwJK8pA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Vintner's Reserve Cabernet Sauvignon 2013,3.7,20.99,1316,us,United States,Sonoma County,Kendall-Jackson,/wineries/kendall-jackson/wines/california-vintners-reserve-cabernet-sauvignon-2013,/wineries/kendall-jackson/wines/california-vintners-reserve-cabernet-sauvignon-2013,//images.vivino.com/thumbs/NIngwTuUQampfnR4qfRtVA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Chianti 2013,3.1,13.99,1315,it,Italy,Chianti,Cecchi,/wineries/casa-vinicola-luigi-cecchi-e-figli/wines/chianti-2013,/wineries/casa-vinicola-luigi-cecchi-e-figli/wines/chianti-2013,//images.vivino.com/thumbs/-vUVl1AdRQq6qpTZ_m_L5w_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2011,4,49.95,1314,us,United States,Napa Valley,Freemark Abbey,/wineries/freemark-abbey/wines/napa-valley-freemark-abbey-cabernet-sauvignon-2011,/wineries/freemark-abbey/wines/napa-valley-freemark-abbey-cabernet-sauvignon-2011,//images.vivino.com/thumbs/ODUCoX3hTQy0v6i9wQTdYA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2013,3.8,18.97,1314,ar,Argentina,Mendoza,Luigi Bosca,/wineries/bodega-luigi-bosca/wines/2173973-cabernet-sauvignon-2013,/wineries/bodega-luigi-bosca/wines/2173973-cabernet-sauvignon-2013,//images.vivino.com/thumbs/VjyC7gVVRXi3PmbtLtNr2Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Saint-Julien Grand Cru Classé 2009,4.2,77,1312,fr,France,Saint-Julien,Château Talbot,/wineries/chateau-talbot/wines/saint-julien-grand-cru-class-2009,/wineries/chateau-talbot/wines/saint-julien-grand-cru-class-2009,//images.vivino.com/thumbs/1356173886_4736_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Brut Grand Rosé,4.1,64.98,1308,fr,France,Champagne,Gosset,/wineries/champagne-gosset/wines/brut-grand-ros-8888,/wineries/champagne-gosset/wines/brut-grand-ros-8888,//images.vivino.com/thumbs/FReVyWPkTOmL2sfk4I9VOg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Chianti Classico 2012,3.6,16.99,1307,it,Italy,Chianti Classico,Albola,/wineries/it-albola/wines/chianti-classico-2012,/wineries/it-albola/wines/chianti-classico-2012,//images.vivino.com/thumbs/tJANpLMcS3KTSJCILorP1A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cherry Tart Pinot Noir 2012,4,43.99,1307,us,United States,California,Cherry Pie,/wineries/cherry-pie/wines/pinot-noir-2012,/wineries/cherry-pie/wines/pinot-noir-2012,//images.vivino.com/thumbs/VAaS1tSySrCnSQH62HgpGQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Felino Cabernet Sauvignon 2014,3.9,19.99,1305,ar,Argentina,Mendoza,Viña Cobos,/wineries/cobos/wines/mendoza-felino-cabernet-sauvignon-2014,/wineries/cobos/wines/mendoza-felino-cabernet-sauvignon-2014,//images.vivino.com/thumbs/-MkOpiAYT6yxpSUWiv2kgw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Silver Unoaked Chardonnay 2013,3.6,25.99,1304,us,United States,Santa Lucia Highlands,Mer Soleil,/wineries/mer-soleil/wines/silver-california-monterey-co-santa-lucia-highlands-unoaked-chardonnay-2013,/wineries/mer-soleil/wines/silver-california-monterey-co-santa-lucia-highlands-unoaked-chardonnay-2013,//images.vivino.com/thumbs/ybPa8uSTQnikNa2Kv_We5Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon Gran Reserva 2012,3.8,14.24,1302,cl,Chile,Valle de Colchagua,Terranoble,/wineries/terranoble/wines/gran-reserva-colchagua-valley-cabernet-sauvignon-2012,/wineries/terranoble/wines/gran-reserva-colchagua-valley-cabernet-sauvignon-2012,//images.vivino.com/thumbs/La_9HeI-SXq5cw8yGxaJSg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Chardonnay Napa Valley 2013,4.2,42.99,1302,us,United States,Napa Valley,Cakebread Cellars,/wineries/cakebread-cellars/wines/2122173-napa-valley-chardonnay-2013,/wineries/cakebread-cellars/wines/2122173-napa-valley-chardonnay-2013,//images.vivino.com/thumbs/JPXj2Al2TLi54yfeYaD37A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Napa Valley Cabernet Sauvignon 2012,3.7,35.97,1301,us,United States,Napa Valley,William Hill,/wineries/william-hill-winery/wines/napa-valley-cabernet-sauvignon-2012,/wineries/william-hill-winery/wines/napa-valley-cabernet-sauvignon-2012,//images.vivino.com/thumbs/gVFZiWmVT1e-EFj7lPS_AQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Montes Twins Malbec - Cabernet Sauvignon 2012,3.5,14.98,1301,cl,Chile,Valle de Colchagua,Montes,/wineries/montes/wines/twins-red-malbec-cabernet-sauvignon-2012,/wineries/montes/wines/twins-red-malbec-cabernet-sauvignon-2012,//images.vivino.com/thumbs/-vWUD_otSkCWWmjGFXtlkw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
120 Carmenère 2014,3.4,9.99,1301,cl,Chile,Valle Central,Santa Rita,/wineries/santa-rita/wines/120-carmenr-2014,/wineries/santa-rita/wines/120-carmenr-2014,//images.vivino.com/thumbs/jvc9-23YToK1qYmJpb2UIQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Franc 2011,4.1,25.97,1300,ar,Argentina,Mendoza,El Enemigo,/wineries/el-enemigo/wines/mendoza-cabernet-franc-2011,/wineries/el-enemigo/wines/mendoza-cabernet-franc-2011,//images.vivino.com/thumbs/RxktbWlCRqm8ZpQ7Gr_KJw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
AR Argentina,3.8,16.99,1299,ar,Argentina,Mendoza,Locations,/wineries/locations/wines/locations-ar-argentina-8888,/wineries/locations/wines/locations-ar-argentina-8888,//images.vivino.com/thumbs/nTmWROe3QDicMLEZOc5ZVA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Napa Valley Merlot 2013,4.1,42.99,1298,us,United States,Napa Valley,Duckhorn,/wineries/duckhorn-vineyards/wines/napa-valley-merlot-2013,/wineries/duckhorn-vineyards/wines/napa-valley-merlot-2013,//images.vivino.com/thumbs/pT_HNcrgQkmmlyTU5B6ezg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Malbec Estate 2013,3.8,21,1298,ar,Argentina,Valle de Cafayate,Colomé,/wineries/bodega-colome/wines/high-elevation-estate-valle-calchaqui-salta-malbec-2013,/wineries/bodega-colome/wines/high-elevation-estate-valle-calchaqui-salta-malbec-2013,//images.vivino.com/thumbs/KwTh8rhlSlSEK-ETInkJVw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Diamond Collection Blue Label Merlot 2012,3.8,18.99,1297,us,United States,Napa Valley,Francis Ford Coppola,/wineries/francis-ford-coppola/wines/diamond-collection-blue-label-merlot-2012,/wineries/francis-ford-coppola/wines/diamond-collection-blue-label-merlot-2012,//images.vivino.com/thumbs/6JRZqK8gTyytMoWdNwhvTw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Blanc de Blancs,4,49.98,1296,fr,France,Champagne,Henriot,/wineries/champagne-henriot/wines/champagne-brut-blanc-de-blancs-8888,/wineries/champagne-henriot/wines/champagne-brut-blanc-de-blancs-8888,//images.vivino.com/thumbs/RY232ms9TEe-aNtaUEJi7A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Filodora Prosecco,3.6,13.99,1294,it,Italy,Prosecco,Tommasi,/wineries/tommasi-viticoltori/wines/filo-dora-prosecco-8888,/wineries/tommasi-viticoltori/wines/filo-dora-prosecco-8888,//images.vivino.com/wineries/1653/wines/000wjk5yrrket_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Alaya Tierra 2013,4.4,34.99,1292,es,Spain,Almansa,Bodegas Atalaya,/wineries/atalaya-almansa/wines/36731841-alaya-tierra-old-vines-vieilles-vignes-2013,/wineries/atalaya-almansa/wines/36731841-alaya-tierra-old-vines-vieilles-vignes-2013,//images.vivino.com/thumbs/Denc6H48TZ6fyVitN3n21Q_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Rioja Gran Reserva 2007,4.3,69.99,1292,es,Spain,Rioja,Imperial,/wineries/es-imperial/wines/imperial-rioja-gran-reserva-2007,/wineries/es-imperial/wines/imperial-rioja-gran-reserva-2007,//images.vivino.com/thumbs/KYGSHpaCTZmLKVz5nMZh_A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Bolgheri Superiore 2010,4.5,224.95,1292,it,Italy,Bolgheri Superiore,Ornellaia,/wineries/ornellaia/wines/2645641-bolgheri-2010,/wineries/ornellaia/wines/2645641-bolgheri-2010,//images.vivino.com/thumbs/s62cCo7bT3mBqSZDtqQ-3A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Colección Malbec (Colección Varietales) 2014,3.3,11.99,1291,ar,Argentina,Lujan de Cuyo,Norton,/wineries/norton/wines/coleccion-varietales-mendoza-malbec-2014,/wineries/norton/wines/coleccion-varietales-mendoza-malbec-2014,//images.vivino.com/thumbs/6W3xA7v_TgyFYIQM1Zsvwg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Gattinara 2011,3.9,27.99,1291,it,Italy,Gattinara,Travaglini,/wineries/travaglini/wines/gattinara-2011,/wineries/travaglini/wines/gattinara-2011,//images.vivino.com/thumbs/-6qUFT1QRD-s3HlDfLkU5g_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Sito Moresco 2013,4,54.99,1289,it,Italy,Langhe,Gaja,/wineries/gaja/wines/sito-moresco-langhe-rosso-2013,/wineries/gaja/wines/sito-moresco-langhe-rosso-2013,//images.vivino.com/thumbs/gVSNp6aCQpGiW_l_ev0BQQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Chianti 2014,3.2,8.99,1289,it,Italy,Chianti,Castello di Gabbiano,/wineries/gabbiano/wines/il-cavaliere-chianti-2014,/wineries/gabbiano/wines/il-cavaliere-chianti-2014,//images.vivino.com/thumbs/t_w1CA3DSICYJqRr_e8s5A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Reserve Cabernet Sauvignon 2014,4.1,34.97,1287,us,United States,Paso Robles,Daou,/wineries/daou/wines/paso-robles-cabernet-sauvignon-2014,/wineries/daou/wines/paso-robles-cabernet-sauvignon-2014,//images.vivino.com/thumbs/AzaWpzqzRk2hTFkdJdGFhw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Late Bottled Vintage (Unfiltered),4,21.99,1286,pt,Portugal,Late Bottled Vintage Port (LBV),Fonseca,/wineries/fonseca-guimaraens/wines/porto-late-bottled-vintage-unfiltered-8888,/wineries/fonseca-guimaraens/wines/porto-late-bottled-vintage-unfiltered-8888,//images.vivino.com/thumbs/b05hMQ2MS6ORFCsOf0CTaA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Malbec I 2010,3.8,27.99,1286,ar,Argentina,Mendoza,Pulenta Estate,/wineries/pulenta/wines/i-malbec-2010,/wineries/pulenta/wines/i-malbec-2010,//images.vivino.com/thumbs/AJ6KySENTwCjC_h3pSRwZg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Amarone della Valpolicella Classico 2012,4.3,59.99,1285,it,Italy,Amarone della Valpolicella Classico,Zenato,/wineries/azienda-vinicola-zenato-srl/wines/amarone-della-valpolicella-classico-2012,/wineries/azienda-vinicola-zenato-srl/wines/amarone-della-valpolicella-classico-2012,//images.vivino.com/thumbs/XmvfDy_uRdiIj1zeNjefew_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2014,4,24.98,1284,us,United States,Central Coast,Smith &amp; Hook,/wineries/smith-et-hook/wines/cabernet-sauvignon-2014,/wineries/smith-et-hook/wines/cabernet-sauvignon-2014,//images.vivino.com/thumbs/NCRyZO1GTmK7l-k31rSeyA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Saint-Estèphe 2004,4.3,135,1282,fr,France,Saint-Estèphe,Château Cos d'Estournel,/wineries/cos-d-estournel/wines/saint-stephe-rouge-2004,/wineries/cos-d-estournel/wines/saint-stephe-rouge-2004,//images.vivino.com/thumbs/00t4wu6bugfqu_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Cuvée des Moines Brut,4,42.99,1281,fr,France,Champagne,Besserat de Bellefon,/wineries/besserat-de-bellefon/wines/champagne-cuve-des-moines-brut-millsime-8888,/wineries/besserat-de-bellefon/wines/champagne-cuve-des-moines-brut-millsime-8888,//images.vivino.com/thumbs/jtX_agwST1ehHC64wQrL3A_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Brut Palmes D'Or,4.3,129.99,1280,fr,France,Champagne,Nicolas Feuillatte,/wineries/nicolas-feuillatte/wines/cuvee-palmes-dor-champagne-brut-8888,/wineries/nicolas-feuillatte/wines/cuvee-palmes-dor-champagne-brut-8888,//images.vivino.com/thumbs/GOvc6uuBSziP70Q2ZbcLNA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Barolo 2012,3.9,39.98,1278,it,Italy,Barolo,Batasiolo,/wineries/batasiolo/wines/1904654-barolo-2012,/wineries/batasiolo/wines/1904654-barolo-2012,//images.vivino.com/thumbs/MiM4VLRlR5uO6cL8PqYKOQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Bastide Miraflors Syrah &amp; Vieilles Vignes de Grenache 2013,3.8,12.98,1275,fr,France,Côtes Catalanes,Domaine Lafage,/wineries/la-fage/wines/cotes-catalanes-sud-syrah-grenache-2013,/wineries/la-fage/wines/cotes-catalanes-sud-syrah-grenache-2013,//images.vivino.com/thumbs/aUJsRkCVQWqNMphgfJu_bA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Blanc de Noirs Brut,4.1,31.99,1274,us,United States,North Coast,Schramsberg,/wineries/schramsberg-vineyards/wines/blanc-de-noirs-8888,/wineries/schramsberg-vineyards/wines/blanc-de-noirs-8888,//images.vivino.com/thumbs/LS7C62BjR-OL5ms-Sp-Ckw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Rioja Gran Reserva 2004,4,25.99,1272,es,Spain,Rioja,Marqués de Cáceres,/wineries/marques-de-caceres/wines/caceres-gran-reserva-2004,/wineries/marques-de-caceres/wines/caceres-gran-reserva-2004,//images.vivino.com/thumbs/00wkkm5biktt3_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Merlot 2013,4.4,59.26,1271,us,United States,Napa Valley,Emmolo,/wineries/emmolo/wines/napa-valley-merlot-2013,/wineries/emmolo/wines/napa-valley-merlot-2013,//images.vivino.com/thumbs/snaRAYuqSiqMl1o7wW0KqQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Badia a Passignano (Gran Selezione) Riserva Chianti Classico 2008,4.1,39.95,1270,it,Italy,Chianti Classico,Marchesi Antinori,/wineries/antinori-wine-estates/wines/1264964-badia-a-passignano-chianti-classico-riserva-2008,/wineries/antinori-wine-estates/wines/1264964-badia-a-passignano-chianti-classico-riserva-2008,//images.vivino.com/thumbs/1RojKiW5RmaBc-4N8hkhPA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Opus One 2006,4.6,425,1270,us,United States,Napa Valley,Opus One,/wineries/opus-one/wines/baron-philippe-napa-valley-2006,/wineries/opus-one/wines/baron-philippe-napa-valley-2006,//images.vivino.com/thumbs/hRxzK9CdQDS0h5FEPBNnzA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Primitivo 2012,3.3,9.99,1269,it,Italy,Puglia,A Mano,/wineries/it-mano/wines/primitivo-2012,/wineries/it-mano/wines/primitivo-2012,//images.vivino.com/thumbs/5a165wuXQhKIoF0hoLjG0g_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Chardonnay 2010,4.2,64.99,1269,us,United States,Napa Valley,Chateau Montelena,/wineries/chateau-montelena-winery/wines/napa-valley-chardonnay-2010,/wineries/chateau-montelena-winery/wines/napa-valley-chardonnay-2010,//images.vivino.com/thumbs/1371168665_8709_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Post Scriptum Douro 2013,4,22.98,1269,pt,Portugal,Douro,P+S Prats &amp; Symington,/wineries/chryseia/wines/post-scriptum-de-chryseia-douro-2013,/wineries/chryseia/wines/post-scriptum-de-chryseia-douro-2013,//images.vivino.com/thumbs/Le5Q3LG5SV-lL_TN8MTJbQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Bin 28 Kalimna Shiraz 2010,3.8,29.95,1268,au,Australia,Barossa Valley,Penfolds,/wineries/penfolds/wines/bin-28-kalimna-shiraz-2010,/wineries/penfolds/wines/bin-28-kalimna-shiraz-2010,//images.vivino.com/thumbs/00ynf1ohqn10s_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Barbera d'Asti,3.8,15.99,1268,it,Italy,Barbera d'Asti,Damilano,/wineries/damilano/wines/barbera-dasti-8888,/wineries/damilano/wines/barbera-dasti-8888,//images.vivino.com/thumbs/gm_wBvAYTXSlKFiERcmUzg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Pinot Noir 2014,3.9,19.98,1266,us,United States,Oregon,Elouan,/wineries/elouan/wines/oregon-pinot-noir-2014,/wineries/elouan/wines/oregon-pinot-noir-2014,//images.vivino.com/thumbs/f19CsIy1QR66tJKbIeIjFg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Esporão Reserva Branco 2013,3.9,20.99,1265,pt,Portugal,Alentejo,Esporão,/wineries/herdade-do-esporao/wines/reserva-white-2013,/wineries/herdade-do-esporao/wines/reserva-white-2013,//images.vivino.com/thumbs/p4nWOBuvTymDV_R765hAvA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Champagne Nocturne,4,64.97,1264,fr,France,Champagne,Taittinger,/wineries/taittinger/wines/champagne-nocturne-sec-8888,/wineries/taittinger/wines/champagne-nocturne-sec-8888,//images.vivino.com/thumbs/MeCfIdBMTRe1iSrPttAcVA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Rèmole Toscana 2011,3.3,9.99,1264,it,Italy,Toscana,Frescobaldi,/wineries/frescobaldi/wines/toscana-rmole-2011,/wineries/frescobaldi/wines/toscana-rmole-2011,//images.vivino.com/thumbs/vtqzTANZQza5GmOSUMmroQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Diamond Collection Blue Label Merlot 2014,3.8,16.99,1261,us,United States,Napa Valley,Francis Ford Coppola,/wineries/francis-ford-coppola/wines/diamond-collection-blue-label-merlot-2014,/wineries/francis-ford-coppola/wines/diamond-collection-blue-label-merlot-2014,//images.vivino.com/thumbs/SOP30PwATse0B8lulBvahQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Pinot Noir 2013,3.8,34.99,1261,nz,New Zealand,Marlborough,Cloudy Bay,/wineries/cloudy-bay/wines/pinot-noir-2013,/wineries/cloudy-bay/wines/pinot-noir-2013,//images.vivino.com/thumbs/PohySxi_SaGUYCsHOSIKKg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Mas La Plana Cabernet Sauvignon 2011,4,65.97,1257,es,Spain,Penedès,Torres,/wineries/miguel-torres/wines/mas-la-plana-gran-coronas-2011,/wineries/miguel-torres/wines/mas-la-plana-gran-coronas-2011,//images.vivino.com/thumbs/6p-s_Ly4TtW5t0I210mhEg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Bourgogne Pinot Noir 2014,3.4,18.99,1255,fr,France,Bourgogne,Bouchard Père &amp; Fils,/wineries/bouchard-pere-and-fils/wines/la-vigne-bourgogne-pinot-noir-2014,/wineries/bouchard-pere-and-fils/wines/la-vigne-bourgogne-pinot-noir-2014,//images.vivino.com/thumbs/Vn3vMUOgSwucstAHziq7PA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Les Vignes de Bila-Haut Côtes du Roussillon Villages 2013,3.5,11.98,1254,fr,France,Côtes du Roussillon Villages,M. Chapoutier,/wineries/m-chapoutier/wines/bila-haut-ctes-du-rousillon-villages-2013,/wineries/m-chapoutier/wines/bila-haut-ctes-du-rousillon-villages-2013,//images.vivino.com/thumbs/F7go11uESByS7WIEt9IOkA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Ace of Spades Gold Brut Champagne,4.4,279.97,1254,fr,France,Champagne,Armand de Brignac,/wineries/armand-de-brignac/wines/brut-gold-8888,/wineries/armand-de-brignac/wines/brut-gold-8888,//images.vivino.com/thumbs/4rk1WTIQQ7euNGmolHYmMA_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Chardonnay 2013,4.2,39.98,1251,us,United States,Napa Valley,Chateau Montelena,/wineries/chateau-montelena-winery/wines/2176962-napa-valley-chardonnay-2013,/wineries/chateau-montelena-winery/wines/2176962-napa-valley-chardonnay-2013,//images.vivino.com/thumbs/tmcu_d5kRMWZKFqB1Q4yvw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Cabernet Sauvignon 2013,3.8,13.98,1251,us,United States,California,Cannonball,/wineries/cannonball/wines/2655615-california-cabernet-sauvignon-2013,/wineries/cannonball/wines/2655615-california-cabernet-sauvignon-2013,//images.vivino.com/thumbs/cRlUDcI0QY27w5yTuGhZNQ_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Pauillac 1990,4.6,583,1250,fr,France,Pauillac,Château Mouton Rothschild,/wineries/mouton-rothschild/wines/chateaux-pauillac-1990,/wineries/mouton-rothschild/wines/chateaux-pauillac-1990,//images.vivino.com/thumbs/99sOw8_4Qtug93vFqp_XVw_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
Guado al Tasso Bolgheri Superiore 2012,4.3,138.99,1250,it,Italy,Bolgheri Superiore,Marchesi Antinori,/wineries/antinori-wine-estates/wines/2436982-guado-al-tasso-bolgheri-superiore-2012,/wineries/antinori-wine-estates/wines/2436982-guado-al-tasso-bolgheri-superiore-2012,//images.vivino.com/thumbs/Ih-VtJZDRJW1d9KDZJM3Tg_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
The Boxer Shiraz 2012,4.1,27.99,1249,au,Australia,McLaren Vale,Mollydooker,/wineries/mollydooker-winery/wines/the-boxer-shiraz-2012,/wineries/mollydooker-winery/wines/the-boxer-shiraz-2012,//images.vivino.com/thumbs/0102buy2rq7v4_150x200.jpg,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore
