title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
Champagne Cristal Brut Millésimé 2004,4.7,$238.54,1821,fr,France,Champagne,Louis Roederer,/wineries/louis-roederer/wines/cristal-champagne-2004,/wineries/louis-roederer/wines/cristal-champagne-2004,background-image:url(//images.vivino.com/thumbs/9eIpkKnsRUuSVwz2Nmdn5g_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
The Y Series Shiraz - Viognier 2014,3.5,$12.99,1817,au,Australia,South Australia,Yalumba,/wineries/yalumba/wines/y-series-shiraz-viognier-2014,/wineries/yalumba/wines/y-series-shiraz-viognier-2014,background-image:url(//images.vivino.com/thumbs/RlCIwMF8TJSY9hg07RaBEg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Brunello di Montalcino 2007,4.5,$135.94,1817,it,Italy,Brunello di Montalcino,Biondi-Santi,/wineries/franco-biondi-santi/wines/2446284-brunello-di-montalcino-2007,/wineries/franco-biondi-santi/wines/2446284-brunello-di-montalcino-2007,background-image:url(//images.vivino.com/thumbs/01af2izuaaczq_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Paralléle 45 Côtes du Rhône Rouge 2013,3.5,$13.99,1816,fr,France,Côtes-du-Rhône,Paul Jaboulet Aîné,/wineries/paul-jaboulet-aine-1387/wines/ctes-du-rhne-tain-l-hermitage-parallle-45-2013,/wineries/paul-jaboulet-aine-1387/wines/ctes-du-rhne-tain-l-hermitage-parallle-45-2013,background-image:url(//images.vivino.com/thumbs/0rK5FY_XT7WW_J3Soiy-YA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Justification,4.2,$899.97,1814,us,United States,Paso Robles,Justin,/wineries/us-justin/wines/justification-paso-robles-unfiltered-cabernet-franc-merlot-8888,/wineries/us-justin/wines/justification-paso-robles-unfiltered-cabernet-franc-merlot-8888,background-image:url(//images.vivino.com/thumbs/ZLc4-OkvTPq3yR7MwEsKew_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Chardonnay 2013,4.3,$36.97,1811,us,United States,Los Carneros,Rombauer Vineyards,/wineries/rombauer-vineyards/wines/carneros-chardonnay-2013,/wineries/rombauer-vineyards/wines/carneros-chardonnay-2013,background-image:url(//images.vivino.com/thumbs/JCnlkAOPRhSp6nCVyHZ4MQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Primitivo Salento Torcicoda 2013,3.9,$15.99,1805,it,Italy,Salento,Tormaresca,/wineries/tormaresca-srl/wines/torcicoda-salento-primitivo-2013,/wineries/tormaresca-srl/wines/torcicoda-salento-primitivo-2013,background-image:url(//images.vivino.com/thumbs/m4EhwHFMR_ibfeOoqNvWTw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
667 Pinot Noir 2014,3.6,$14.58,1804,us,United States,Monterey,Noble Vines,/wineries/us-noble/wines/667-monterey-pinot-noir-2014,/wineries/us-noble/wines/667-monterey-pinot-noir-2014,background-image:url(//images.vivino.com/thumbs/vnVkLYTZTM2SQBE1ytBFNw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Hécula Monastrell 2012,3.3,$14.99,1803,es,Spain,Yecla,Familia Castaño,/wineries/bodegas-castano/wines/hcula-monastrell-2012,/wineries/bodegas-castano/wines/hcula-monastrell-2012,background-image:url(//images.vivino.com/thumbs/0187u6rdlkg5c_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Blanc de Blancs Vertus 1er Cru Brut,4,$38.97,1802,fr,France,Champagne,Vve Fourny &amp; Fils,/wineries/vve-fourny-and-fils/wines/champagne-millsim-vertus-blanc-de-blancs-premier-cru-brut-8888,/wineries/vve-fourny-and-fils/wines/champagne-millsim-vertus-blanc-de-blancs-premier-cru-brut-8888,background-image:url(//images.vivino.com/thumbs/bWhH0gliRT-QB5X0mAkELQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Coronas Tempranillo 2011,3.4,$11.98,1801,es,Spain,Catalunya,Torres,/wineries/miguel-torres/wines/1240057-coronas-tempranillo-2011,/wineries/miguel-torres/wines/1240057-coronas-tempranillo-2011,background-image:url(//images.vivino.com/thumbs/bkr8qklVRza-IU_jFZ0SBQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Fantini Montepulciano d'Abruzzo 2015,3.5,$9.98,1800,it,Italy,Montepulciano d'Abruzzo,Farnese,/wineries/farnese/wines/montepulciano-dabruzzo-fantini-2015,/wineries/farnese/wines/montepulciano-dabruzzo-fantini-2015,background-image:url(//images.vivino.com/thumbs/D9AtWvmxSa278-KxILCrHw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Solanera Viñas Viejas 2013,3.7,$12.98,1794,es,Spain,Yecla,Familia Castaño,/wineries/bodegas-castano/wines/solanera-vias-viejas-2013,/wineries/bodegas-castano/wines/solanera-vias-viejas-2013,background-image:url(//images.vivino.com/thumbs/Nt8qDYrlToyJGmkaF1p9fg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Viña Alberdi Reserva 2010,4.1,$18.98,1785,es,Spain,Rioja,La Rioja Alta,/wineries/la-rioja-alta/wines/alberdi-reserva-2010,/wineries/la-rioja-alta/wines/alberdi-reserva-2010,background-image:url(//images.vivino.com/thumbs/a3VT-NhDTZyv2xRybSTRtA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Crush Red Blend 2014,3.9,$13.99,1782,us,United States,North Coast,The Dreaming Tree,/wineries/the-dreaming-tree/wines/north-coast-crush-red-2014,/wineries/the-dreaming-tree/wines/north-coast-crush-red-2014,background-image:url(//images.vivino.com/thumbs/5pXUO95ORrK-zTcPP52W5A_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Opus One 2005,4.6,$450,1782,us,United States,Napa Valley,Opus One,/wineries/opus-one/wines/baron-philippe-napa-valley-2005,/wineries/opus-one/wines/baron-philippe-napa-valley-2005,background-image:url(//images.vivino.com/thumbs/_OJlw75pTc-Z6j2rpeFxig_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Brut Rosé 2004,4.5,$243.75,1780,fr,France,Champagne,Dom Pérignon,/wineries/dom-perignon/wines/rose-champagne-brut-vintage-2004,/wineries/dom-perignon/wines/rose-champagne-brut-vintage-2004,background-image:url(//images.vivino.com/thumbs/R_6epjilQF6t-a08m2X-ew_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sonoma Coast Chardonnay 2014,3.8,$16.99,1779,us,United States,Sonoma Coast,La Crema,/wineries/la-crema/wines/sonoma-coast-chardonnay-2014,/wineries/la-crema/wines/sonoma-coast-chardonnay-2014,background-image:url(//images.vivino.com/thumbs/8K0sVMUgSKa843D6fxZ91g_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Cristal Brut Millésimé 2002,4.6,$375,1774,fr,France,Champagne,Louis Roederer,/wineries/louis-roederer/wines/82142-cristal-2002,/wineries/louis-roederer/wines/82142-cristal-2002,background-image:url(//images.vivino.com/thumbs/KEfPYN-NRXC_WIchM4vlaQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Machete 2014,4.4,$64.95,1773,us,United States,California,Orin Swift,/wineries/us-orin-swift/wines/machete-2014,/wineries/us-orin-swift/wines/machete-2014,background-image:url(//images.vivino.com/thumbs/oFSnHhnCTCOrWlAUJ0Cwqg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Chianti Rùfina Riserva 2008,3.7,$18.99,1773,it,Italy,Chianti Rùfina,Castello di Nipozzano,/wineries/castello-di-nipozzano/wines/nipozzano-chianti-rufina-riserva-2008,/wineries/castello-di-nipozzano/wines/nipozzano-chianti-rufina-riserva-2008,background-image:url(//images.vivino.com/thumbs/Jcdu0opqTOGrjnYMWayEDg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Portillo Malbec 2016,3.3,$9.99,1773,ar,Argentina,Tunuyán,Bodegas Salentein,/wineries/bodegas-salentein/wines/portillo-malbec-2016,/wineries/bodegas-salentein/wines/portillo-malbec-2016,background-image:url(//images.vivino.com/thumbs/2r38PVxIQk6vt4gi_ywHtQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Red Wine (Shiraz - Grenache - Mataro) 2016,3.9,$10.99,1770,au,Australia,Victoria,19 Crimes,/wineries/treasury-wine/wines/red-wine-shiraz-grenache-mataro-2016,/wineries/treasury-wine/wines/red-wine-shiraz-grenache-mataro-2016,background-image:url(//images.vivino.com/thumbs/Cu4DpKcbQ1iOXCYV3HYO1A_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2013,4.2,$45.98,1768,us,United States,Napa Valley,Frank Family Vineyards,/wineries/frank-family/wines/napa-valley-cabernet-sauvignon-2013,/wineries/frank-family/wines/napa-valley-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/hyhTMH0iQcqbVLeKtIfvlw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Brut Rosé,3.8,$17.95,1764,us,United States,Napa Valley,Mumm Napa,/wineries/mumm-napa/wines/brut-ros-8888,/wineries/mumm-napa/wines/brut-ros-8888,background-image:url(//images.vivino.com/thumbs/9s_vdgJiQtWKTuMknDrfdw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
De Sangre 2011,4,$23.99,1763,ar,Argentina,Mendoza,Luigi Bosca,/wineries/bodega-luigi-bosca/wines/1787960-de-sangre-2011,/wineries/bodega-luigi-bosca/wines/1787960-de-sangre-2011,background-image:url(//images.vivino.com/thumbs/AHzRIZdkSh6JH3fSbHLcng_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Don David Reserve Malbec 2014,3.6,$22.99,1763,ar,Argentina,Valle de Cafayate,Bodega El Esteco,/wineries/ar-bodega-el-esteco/wines/reserve-don-david-malbec-2014,/wineries/ar-bodega-el-esteco/wines/reserve-don-david-malbec-2014,background-image:url(//images.vivino.com/thumbs/HIDByMivT8u2GoS3NmmKyQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Blanc,3.2,$9.99,1762,es,Spain,Empordà,Blanc Pescador,/wineries/cadelamsa/wines/perelada-vino-de-aguja-fermentacion-natural-blanc-pescador-8888,/wineries/cadelamsa/wines/perelada-vino-de-aguja-fermentacion-natural-blanc-pescador-8888,background-image:url(//images.vivino.com/thumbs/CW0YabMPRrqoeUUhyT5Png_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Carte Blanche Brut,3.9,$52.99,1757,fr,France,Champagne,Drappier,/wineries/champagne-drappier/wines/carte-blanche-brut-8888,/wineries/champagne-drappier/wines/carte-blanche-brut-8888,background-image:url(//images.vivino.com/thumbs/nZu7KtjISUCG1-WNyWEw-A_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Concerto Lambrusco Reggiano,3.7,$23.99,1756,it,Italy,Reggiano,Medici Ermete,/wineries/medici-ermete/wines/concerto-reggiano-lambrusco-8888,/wineries/medici-ermete/wines/concerto-reggiano-lambrusco-8888,background-image:url(//images.vivino.com/thumbs/M3kpCUw4RjunU41KQadFow_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Rioja Gran Reserva 2008,4,$26.99,1755,es,Spain,Rioja,Beronia,/wineries/es-beronia/wines/rioja-gran-reserva-2008,/wineries/es-beronia/wines/rioja-gran-reserva-2008,background-image:url(//images.vivino.com/thumbs/wx0BYqPqTZyjrWH8MvCMpA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Sardón de Duero Selección Especial 2012,4.1,$21.99,1753,es,Spain,Castilla y León,Abadia Retuerta,/wineries/abadia-retuerta/wines/sardon-de-duero-vinedos-propios-seleccion-especial-2012,/wineries/abadia-retuerta/wines/sardon-de-duero-vinedos-propios-seleccion-especial-2012,background-image:url(//images.vivino.com/thumbs/kiTNtiD0TR6qmQZs-SIpfA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Blanc de Blancs Brut,3.9,$47.99,1752,fr,France,Champagne,Diebolt - Vallois,/wineries/champagne-diebolt-vallois/wines/champagne--cramant-brut-blanc-de-blancs-8888,/wineries/champagne-diebolt-vallois/wines/champagne--cramant-brut-blanc-de-blancs-8888,background-image:url(//images.vivino.com/thumbs/yKZdXNjNT7yjIRpEC6N6lg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Gaston Hochar 2003,4.1,$59.99,1749,lb,Lebanon,Bekaa Valley,Château Musar,/wineries/musar/wines/gaston-hochar-red-2003,/wineries/musar/wines/gaston-hochar-red-2003,background-image:url(//images.vivino.com/thumbs/IRjrK5DVRDGLsv-c9JaGiA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2015,3.6,$9.99,1748,us,United States,Central Coast,Robert Mondavi Private Selection,/wineries/robert-mondavi-private-selection/wines/private-selection-cabernet-sauvignon-2015,/wineries/robert-mondavi-private-selection/wines/private-selection-cabernet-sauvignon-2015,background-image:url(//images.vivino.com/thumbs/hvWGqN5RTH2fVgGHC2kDqw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Petite Sirah 2011,4.1,$44.99,1748,us,United States,Napa Valley,Stags' Leap,/wineries/us-stags-leap-winery/wines/napa-valley-petite-syrah-2011,/wineries/us-stags-leap-winery/wines/napa-valley-petite-syrah-2011,background-image:url(//images.vivino.com/thumbs/T4CQ4qC1T_ugeHBPI5gp8g_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Petite Sirah 2012,4.1,$32.95,1746,us,United States,Napa Valley,Stags' Leap,/wineries/us-stags-leap-winery/wines/napa-valley-petite-syrah-2012,/wineries/us-stags-leap-winery/wines/napa-valley-petite-syrah-2012,background-image:url(//images.vivino.com/thumbs/b2_t0_dBRPyhZu4f-FhNqg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Private Bin Sauvignon Blanc 2016,4.1,$9.99,1744,nz,New Zealand,Marlborough,Villa Maria,/wineries/nz-villa-maria/wines/sauvignon-blanc-private-bin-2016,/wineries/nz-villa-maria/wines/sauvignon-blanc-private-bin-2016,background-image:url(//images.vivino.com/thumbs/AOe7Kl73RliWnfzHeINAAg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Les Darons Languedoc 2014,3.7,$13.99,1734,fr,France,Languedoc,Jeff Carrel,/wineries/jeff-carrel/wines/les-darons-languedoc-2014,/wineries/jeff-carrel/wines/les-darons-languedoc-2014,background-image:url(//images.vivino.com/thumbs/9PiLil3tQyyYDWPf9fgpRA_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Pinot Noir 2015,4.1,$19.97,1733,us,United States,Oregon,Elouan,/wineries/elouan/wines/oregon-pinot-noir-2015,/wineries/elouan/wines/oregon-pinot-noir-2015,background-image:url(//images.vivino.com/thumbs/Ysxa2x4ETlm_jxgv4nCT6w_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Brut 1996,4.7,$399.99,1731,fr,France,Champagne,Dom Pérignon,/wineries/dom-perignon/wines/mot-and-chandon-champagne-cuve-dom-1996,/wineries/dom-perignon/wines/mot-and-chandon-champagne-cuve-dom-1996,background-image:url(//images.vivino.com/thumbs/2_kuWDpdTj2f4Ldnzb3ddQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Pinot Noir Brut Nature,4,$45.99,1728,fr,France,Champagne,Drappier,/wineries/champagne-drappier/wines/zero-dosage-champagne-brut-nature-pinot-noir-8888,/wineries/champagne-drappier/wines/zero-dosage-champagne-brut-nature-pinot-noir-8888,background-image:url(//images.vivino.com/thumbs/C7V4adHATVuT6g1UcxiVVg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Cabernet Sauvignon 2013,4,$54.95,1728,us,United States,Napa Valley,Clos du Val,/wineries/us-clos-du-val/wines/napa-valley-cabernet-sauvignon-2013,/wineries/us-clos-du-val/wines/napa-valley-cabernet-sauvignon-2013,background-image:url(//images.vivino.com/thumbs/ZCHnnNCASOSL-lcLQ5F9QQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
The Boxer Shiraz 2014,4.2,$29,1726,au,Australia,McLaren Vale,Mollydooker,/wineries/mollydooker-winery/wines/the-boxer-shiraz-2014,/wineries/mollydooker-winery/wines/the-boxer-shiraz-2014,background-image:url(//images.vivino.com/thumbs/a-3Q1ZOfSG2x7zGOLlHiSQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Alexander Valley Cabernet Sauvignon 2011,3.6,$24.99,1725,us,United States,Alexander Valley,Simi,/wineries/simi-winery/wines/1481675-alexander-valley-cabernet-sauvignon-2011,/wineries/simi-winery/wines/1481675-alexander-valley-cabernet-sauvignon-2011,background-image:url(//images.vivino.com/thumbs/Ji4fzVTITiuD6Cj2CvEUHQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Bolgheri Superiore 2012,4.6,$179.99,1724,it,Italy,Bolgheri Superiore,Ornellaia,/wineries/ornellaia/wines/bolgheri-2012,/wineries/ornellaia/wines/bolgheri-2012,background-image:url(//images.vivino.com/thumbs/GjnzRYivRR-XCEdnBe8QuQ_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Champagne Blanc de Blancs Grand Cru Brut,4.3,$74.98,1724,fr,France,Champagne,Billecart-Salmon,/wineries/champagne-billecart-salmon/wines/2133323-brut-blanc-de-blancs-8888,/wineries/champagne-billecart-salmon/wines/2133323-brut-blanc-de-blancs-8888,background-image:url(//images.vivino.com/thumbs/h7vHE7ABTHqJN75EobWtug_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Ruby Porto,3.6,$13.99,1720,pt,Portugal,Ruby Port,Sandeman,/wineries/sandeman/wines/sandeman-ruby-porto-8888,/wineries/sandeman/wines/sandeman-ruby-porto-8888,background-image:url(//images.vivino.com/thumbs/VEqvb-h-SAuZXEoCT7e9Dw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Golden Reserve Malbec 2014,3.8,$21,1720,ar,Argentina,Lujan de Cuyo,Trivento,/wineries/trivento-bodegas-y-vinedos-sa/wines/lujan-de-cuyo-golden-reserve-malbec-2014,/wineries/trivento-bodegas-y-vinedos-sa/wines/lujan-de-cuyo-golden-reserve-malbec-2014,background-image:url(//images.vivino.com/thumbs/EmPG-3-6Tx21OVJOy9sVMg_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
Fonterutoli Chianti Classico 2012,3.8,$27.92,1716,it,Italy,Chianti Classico,Mazzei,/wineries/marchesi-mazzei/wines/fonterutoli-chianti-classico-2012,/wineries/marchesi-mazzei/wines/fonterutoli-chianti-classico-2012,background-image:url(//images.vivino.com/thumbs/c9JgWKVCQaCMsoUqzEjBbw_150x200.jpg);,Thu Jul 06 2017 13:49:58 GMT-0700 (PDT),https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmAgAK9Q0k
