qWineTypes,qFoodpairings,qPriceMin,qPriceMax,qMinRating,title,rating,price,reviewcount,countryCode,country,region,winery,winerylink,link,photo,pagetime,pageurl
"Sparkling","","10","40","3.5","Champagne Rosé de Cuvaison Brut","3.9","32.99","282","fr","France","Champagne","Moutard Père &amp; Fils","/wineries/moutard/wines/brut-ros-cuvaison-8888","/wineries/moutard/wines/brut-ros-cuvaison-8888","background-image:url(//images.vivino.com/thumbs/peD_fPvSSnKz7faReGCb-g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Terre de Vertus Premier Cru 2009","4.1","69.99","281","fr","France","Champagne","Larmandier-Bernier","/wineries/champagne-larmandier-bernier/wines/terre-de-vertus-champagne-premier-cru-2009","/wineries/champagne-larmandier-bernier/wines/terre-de-vertus-champagne-premier-cru-2009","background-image:url(//images.vivino.com/thumbs/PUIGUlgTT92Eb_2u2PZQQw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Crémant d'Alsace Brut Rosé","3.9","16.99","280","fr","France","Crémant d'Alsace","Pierre Sparr","/wineries/pierre-sparr/wines/crmant-dalsace-ros-brut-8888","/wineries/pierre-sparr/wines/crmant-dalsace-ros-brut-8888","background-image:url(//images.vivino.com/thumbs/woO4Rb82Sg69JH004GFlUw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco","3.9","13.99","276","it","Italy","Prosecco","Tiamo","/wineries/tiamo/wines/prosecco-8888","/wineries/tiamo/wines/prosecco-8888","background-image:url(//images.vivino.com/thumbs/G9OBF-6-RF24PDm_GcizWw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Le Mont Benoir Extra Brut","4.1","64.99","274","fr","France","Champagne","Emmanuel Brochet","/wineries/emmanuel-brochet/wines/champagne-le-mont-benoir-extra-brut-8888","/wineries/emmanuel-brochet/wines/champagne-le-mont-benoir-extra-brut-8888","background-image:url(//images.vivino.com/thumbs/i9REUG7KQza_-ozjtlQ0zQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Imperiale Moscato","4.2","14.99","273","it","Italy","Piemonte","Stella Rosa","/wineries/stella-rosa/wines/stella-rosa-imperiale-moscato-8888-1","/wineries/stella-rosa/wines/stella-rosa-imperiale-moscato-8888-1","background-image:url(//images.vivino.com/thumbs/01u4pn7bz12av_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco","3.8","12.99","272","it","Italy","Prosecco","LaLuca","/wineries/laluca/wines/prosecco-8888","/wineries/laluca/wines/prosecco-8888","background-image:url(//images.vivino.com/thumbs/qaj_VxzzQpW8ARb5xszSwg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Imperiale Bianco","3.5","11.99","271","it","Italy","Franciacorta","Guido Berlucchi","/wineries/it-guido-berlucchi/wines/bianco-imperiale-8888","/wineries/it-guido-berlucchi/wines/bianco-imperiale-8888","background-image:url(//images.vivino.com/thumbs/_BEQDAPsTLaEVqYgUdRCCw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Cramant Blanc de Blancs Grand Cru Brut","4.1","59.99","271","fr","France","Champagne","Champagne Guy Larmandier","/wineries/guy-larmandier/wines/champagne-a-vertus-cramant-blanc-de-blancs-grand-cru-brut-8888","/wineries/guy-larmandier/wines/champagne-a-vertus-cramant-blanc-de-blancs-grand-cru-brut-8888","background-image:url(//images.vivino.com/thumbs/qcdACIEtSAqTv3W_78eUlw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Premier Cru Brut Rosé","4.0","49.98","270","fr","France","Champagne","Marc Hébrart","/wineries/marc-hebrart/wines/champagne-brut-ros-8888","/wineries/marc-hebrart/wines/champagne-brut-ros-8888","background-image:url(//images.vivino.com/thumbs/Av6q90TmSTmUYpKzzku9DQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Crémant Demi-Sec","4.0","35.99","270","us","United States","Napa Valley","Schramsberg","/wineries/schramsberg-vineyards/wines/cremant-8888","/wineries/schramsberg-vineyards/wines/cremant-8888","background-image:url(//images.vivino.com/thumbs/o6MTTZyBS96El09xZ8uBYg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco Brut","3.6","13.99","268","it","Italy","Veneto","Candoni","/wineries/candoni/wines/brut-prosecco-8888","/wineries/candoni/wines/brut-prosecco-8888","background-image:url(//images.vivino.com/thumbs/g9MhRtJqRRyMw1A64d2HTw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Comtes de Champagne Blanc de Blancs 1999","4.5","351","267","fr","France","Champagne","Taittinger","/wineries/taittinger/wines/comtes-de-champagne-blanc-de-blancs-1999","/wineries/taittinger/wines/comtes-de-champagne-blanc-de-blancs-1999","background-image:url(//images.vivino.com/thumbs/4i5uMqNJRXqPNny4cSKXDg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Millésimé 2006","4.2","99.99","267","fr","France","Champagne","Taittinger","/wineries/taittinger/wines/brut-millesime-2006","/wineries/taittinger/wines/brut-millesime-2006","background-image:url(//images.vivino.com/thumbs/rs7cqKvqRaKdZfi1N9ImDw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cuvée JM Touraine Brut","3.5","16.99","267","fr","France","Touraine","Monmousseau","/wineries/monmousseau/wines/cuvee-jm-tourain-methode-traditionnelle-8888","/wineries/monmousseau/wines/cuvee-jm-tourain-methode-traditionnelle-8888","background-image:url(//images.vivino.com/thumbs/FM1xSJ2_TeCicgHbCsbIlw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Sparkling Shiraz","3.9","16.99","266","au","Australia","South Australia","The Chook","/wineries/chook/wines/sparkling-shiraz-8888","/wineries/chook/wines/sparkling-shiraz-8888","background-image:url(//images.vivino.com/thumbs/ESt2zgLyTVK7G8vNBuJryg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Yulupa Cuvée Brut","3.7","10.99","266","us","United States","California","Kenwood","/wineries/kenwood-vineyards/wines/yulupa-cuve-brut-8888","/wineries/kenwood-vineyards/wines/yulupa-cuve-brut-8888","background-image:url(//images.vivino.com/thumbs/rrmih9UdQyeRWy2OkQEFvg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Rosé 2010","4.0","74.99","266","fr","France","Champagne","Louis Roederer","/wineries/louis-roederer/wines/champagne-brut-reims-ros-2010","/wineries/louis-roederer/wines/champagne-brut-reims-ros-2010","background-image:url(//images.vivino.com/thumbs/8LYrNcDMQpGzcUCJy3f1Lg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Cuvée de Réserve","3.8","39.99","265","fr","France","Champagne","Champagne Pierre Gerbais","/wineries/pierre-gerbais/wines/cuve-de-rserve-celles-sur-ource-8888","/wineries/pierre-gerbais/wines/cuve-de-rserve-celles-sur-ource-8888","background-image:url(//images.vivino.com/thumbs/6Vxx0tlgQ52wkvE_vnlYgg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Bubbly Extra Dry","3.3","9.99","264","us","United States","Napa Valley","Barefoot","/wineries/barefoot-cellars/wines/bubbly-extra-dry-8888","/wineries/barefoot-cellars/wines/bubbly-extra-dry-8888","background-image:url(//images.vivino.com/thumbs/WpqHUu7MSH2-nIx7qkMBlg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Ace of Spades Brut Rosé Champagne","4.6","449.97","264","fr","France","Champagne","Armand de Brignac","/wineries/armand-de-brignac/wines/champagne-brut-ros-8888","/wineries/armand-de-brignac/wines/champagne-brut-ros-8888","background-image:url(//images.vivino.com/thumbs/BiGXqo4fQYSfqPcL4KsLxQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Thomas Jefferson Crémant de Limoux Brut","3.8","15.99","262","fr","France","Crémant de Limoux","Gérard Bertrand","/wineries/gerard-bertrand/wines/crmant-de-limoux-white-brut-8888","/wineries/gerard-bertrand/wines/crmant-de-limoux-white-brut-8888","background-image:url(//images.vivino.com/thumbs/H8Xoge_yTWu4926m5kWjsg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Tradition Brut","3.5","28.99","262","fr","France","Champagne","Charles de Cazanove","/wineries/charles-de-cazanove/wines/tete-de-cuve-tradition-pre-fils-champagne-brut-8888","/wineries/charles-de-cazanove/wines/tete-de-cuve-tradition-pre-fils-champagne-brut-8888","background-image:url(//images.vivino.com/thumbs/8VGUEEShTVqmsQGqdUMMWw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Esprit de Giraud  Brut Rosé","3.9","49.54","260","fr","France","Champagne","Henri Giraud","/wineries/champagne-henri-giraud/wines/brut-esprit-de-giraud-ros-8888","/wineries/champagne-henri-giraud/wines/brut-esprit-de-giraud-ros-8888","background-image:url(//images.vivino.com/thumbs/00c20fw8nr78w_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","La Grande Année Rosé Brut Champagne 2005","4.3","199.99","259","fr","France","Champagne","Bollinger","/wineries/bollinger/wines/champagne-la-grande-annee-brut-rose-2005","/wineries/bollinger/wines/champagne-la-grande-annee-brut-rose-2005","background-image:url(//images.vivino.com/thumbs/0d6oA1boQL2eqwjY2MJY8Q_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Prosecco Extra Dry","3.6","14.99","258","it","Italy","Veneto","Foss Marai","/wineries/foss-marai/wines/3978812-extra-dry-8888","/wineries/foss-marai/wines/3978812-extra-dry-8888","background-image:url(//images.vivino.com/thumbs/j_TwEmSOQwWprX0WeRdNMw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Grande Cuvée Brut Rosé","3.8","15.99","257","fr","France","Vin de France","Le Grand Courtâge","/wineries/grand-courtage/wines/grande-cuve-brut-ros-8888","/wineries/grand-courtage/wines/grande-cuve-brut-ros-8888","background-image:url(//images.vivino.com/thumbs/IcYA0HLgTFCbrPIHUI-weQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Belle Epoque Rosé Brut Champagne 2006","4.5","189.95","256","fr","France","Champagne","Perrier-Jouët","/wineries/fr-perrier-jouet/wines/champagne-brut-belle-epoque-ros-2006","/wineries/fr-perrier-jouet/wines/champagne-brut-belle-epoque-ros-2006","background-image:url(//images.vivino.com/thumbs/01oq3i1wppu1j_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Rosé Sec","3.6","7.99","255","fr","France","Vin de France","Pol Clément","/wineries/pol-clement/wines/pol-clment-sec-ros-8888","/wineries/pol-clement/wines/pol-clment-sec-ros-8888","background-image:url(//images.vivino.com/thumbs/TGETORUxSAS4v7ielolwAg_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Belle Epoque Rosé Brut Champagne 2004","4.6","299.99","254","fr","France","Champagne","Perrier-Jouët","/wineries/fr-perrier-jouet/wines/champagne-brut-belle-epoque-ros-2004","/wineries/fr-perrier-jouet/wines/champagne-brut-belle-epoque-ros-2004","background-image:url(//images.vivino.com/thumbs/pRyhVoVdTxK4O4cxLhJx7A_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cygnus Organic Cava Reserva Brut Nature","3.7","32","252","es","Spain","Cava","1+1=3 (U Mes Fan Tres)","/wineries/winery-113/wines/cygnus-113-reserva-brut-nature-organic-cava-8888","/wineries/winery-113/wines/cygnus-113-reserva-brut-nature-organic-cava-8888","background-image:url(//images.vivino.com/thumbs/5IwLcnEgRhi6t-OngR92IQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Cuvée Louise 1998","4.6","159.99","252","fr","France","Champagne","Pommery","/wineries/pommery/wines/cuvee-louise-1998","/wineries/pommery/wines/cuvee-louise-1998","background-image:url(//images.vivino.com/thumbs/2XFHmZCRQQyu-t1QDlcNdA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Grand Cru","4.0","28.99","249","fr","France","Champagne","Louis de Sacy","/wineries/louis-de-sacy/wines/brut-grand-cru-8888","/wineries/louis-de-sacy/wines/brut-grand-cru-8888","background-image:url(//images.vivino.com/thumbs/83AvTCumTJK2CquSjEizmQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Cuvée Prestige Premier Cru Brut","3.9","49.99","249","fr","France","Champagne","H. Goutorbe","/wineries/henri-goutorbe/wines/champagne-h-goutorbe-cuvee-prestige-8888","/wineries/henri-goutorbe/wines/champagne-h-goutorbe-cuvee-prestige-8888","background-image:url(//images.vivino.com/thumbs/XXGAGHZ8T_iQtR7V6TWE7g_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc de Blancs Grand Cru Extra Brut","4.0","63.99","247","fr","France","Champagne","Suenen","/wineries/suenen-person/wines/suenen-champagne-extra-brut-grand-cru-blanc-de-blancs-8888","/wineries/suenen-person/wines/suenen-champagne-extra-brut-grand-cru-blanc-de-blancs-8888","background-image:url(//images.vivino.com/thumbs/_M05jkGQTPGS8Jdhr-NpOw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc de Blancs Grand Cru Brut","4.0","49.98","247","fr","France","Champagne","Lilbert-Fils","/wineries/lilbert-fils/wines/champagne-cramant-grand-cru-blanc-de-blancs-brut-8888","/wineries/lilbert-fils/wines/champagne-cramant-grand-cru-blanc-de-blancs-brut-8888","background-image:url(//images.vivino.com/thumbs/2h7cs89fT4uRg5rJvkNI9A_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Blanc de Blancs Brut 2009","4.3","74.99","247","fr","France","Champagne","Louis Roederer","/wineries/louis-roederer/wines/champagne-brut-blanc-de-blancs-2009","/wineries/louis-roederer/wines/champagne-brut-blanc-de-blancs-2009","background-image:url(//images.vivino.com/thumbs/5SE7jBRwRy-vTutYCp9EXw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Platinum","4.0","29.99","246","it","Italy","Veneto","Bottega","/wineries/bottega/wines/platinum-8888","/wineries/bottega/wines/platinum-8888","background-image:url(//images.vivino.com/thumbs/00moo3fnqtyqc_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Black Bubbles Sparkling Shiraz","3.8","24.99","245","au","Australia","McLaren Vale","Shingleback","/wineries/shingleback-wine-pty-ltd/wines/black-bubbles-mclaren-vale-sparkling-shiraz-8888","/wineries/shingleback-wine-pty-ltd/wines/black-bubbles-mclaren-vale-sparkling-shiraz-8888","background-image:url(//images.vivino.com/thumbs/BuVj7vMFS8a14gyWZfU8jQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Fleur de Passion Brut 2006","4.4","125.14","245","fr","France","Champagne","Diebolt - Vallois","/wineries/champagne-diebolt-vallois/wines/fleur-de-passion-2006","/wineries/champagne-diebolt-vallois/wines/fleur-de-passion-2006","background-image:url(//images.vivino.com/thumbs/vEDNKCiEQe-3fQehs8F7NA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Cuvée William Deutz Millesimé Brut Champagne 2002","4.4","134.99","245","fr","France","Champagne","Deutz","/wineries/deutz/wines/cuve-william-brut-millsim-champagne-2002","/wineries/deutz/wines/cuve-william-brut-millsim-champagne-2002","background-image:url(//images.vivino.com/thumbs/LipSz2YbSv6IUzv1n1NVaA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Blanc de Blancs Brut","3.2","8.99","243","fr","France","Bordeaux","Jacqueline","/wineries/jacqueline/wines/blanc-de-blancs-sparkling-brut-8888","/wineries/jacqueline/wines/blanc-de-blancs-sparkling-brut-8888","background-image:url(//images.vivino.com/thumbs/qn77kU6aTw6WCn-WcbR1Bw_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne La Grande Dame Brut Rosé 2004","4.5","373.99","241","fr","France","Champagne","Veuve Clicquot","/wineries/veuve-clicquot/wines/la-grande-dame-champagne-brut-rose-2004","/wineries/veuve-clicquot/wines/la-grande-dame-champagne-brut-rose-2004","background-image:url(//images.vivino.com/thumbs/pWe5zGSaQ6CvP4LhsaFTpQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Brut Réserve 2002","4.4","109.99","241","fr","France","Champagne","Pol Roger","/wineries/pol-roger/wines/epernay-champagne-brut-reserve-2002","/wineries/pol-roger/wines/epernay-champagne-brut-reserve-2002","background-image:url(//images.vivino.com/thumbs/7nJXvjEXQyK2rRlUsxbqxQ_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Valdobbiadene Prosecco Superiore","3.9","13.99","238","it","Italy","Prosecco di Conegliano-Valdobbiadene","Cantina Montelliana","/wineries/cantina-montelliana/wines/valdobbiadene-prosecco-superiore-8888","/wineries/cantina-montelliana/wines/valdobbiadene-prosecco-superiore-8888","background-image:url(//images.vivino.com/thumbs/00xzy18lb2rzj_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
"Sparkling","","10","40","3.5","Champagne Cuvée Oenophile 1er Cru Extra Brut 2008","4.0","62.97","237","fr","France","Champagne","Pierre Gimonnet &amp; Fils","/wineries/champagne-pierre-gimonnet-and-fils/wines/champagne-extra-brut-2008","/wineries/champagne-pierre-gimonnet-and-fils/wines/champagne-extra-brut-2008","background-image:url(//images.vivino.com/thumbs/RBE8xiaHQ-yqd8InNZHZDA_150x200.jpg);","Thu Jul 06 2017 19:08:39 GMT-0700 (PDT)","https://www.vivino.com/explore?e=eJzLLbI1VMvNzLM1UMtNrLA1NTBQS660LS1WKwCKF9smJ6qVJduWFJWmqpWXRMfaGgMAcDkPXQ==",
